@relation teste_weka

@attribute Breed {Australian_Shepherd,Chihuahua,Siberian_Husky,Boxer,Labrador_Retriever,Bulldog,Rottweiler,German_Shepherd,Poodle,Doberman,Great_Dane,Beagle,Golden_Retriever,Dachshund,Yorkshire_Terrier}
@attribute Breed_Size {Medium,Small,Large}
@attribute Sex {Male,Female}
@attribute Age numeric
@attribute Weight_lbs numeric
@attribute SpayNeuter_Status {Neutered,Spayed}
@attribute Daily_Activity_Level {Active,Very_Active,Moderate,Low}
@attribute Diet {Home_cooked,Wet_food,Special_diet,Hard_food}
@attribute Food_Brand {Wellness,Special,Purina,Iams,Blue_Buffalo,Royal_Canin,Nutro,Pedigree,Hills_Science}
@attribute Daily_Walk_Distance_miles numeric
@attribute Other_Pets_in_Household {No,Yes}
@attribute Medications {Yes,No}
@attribute Seizures {No,Yes}
@attribute Hours_of_Sleep numeric
@attribute Play_Time_hrs numeric
@attribute Owner_Activity_Level {Active,Low,Moderate,Very_Active}
@attribute Annual_Vet_Visits numeric
@attribute Average_Temperature_F numeric
@attribute Synthetic {Yes}
@attribute Healthy {Yes,No}

@data
Siberian_Husky,Medium,Female,5,42,Spayed,?,Hard_food,Hills_Science,1,Yes,Yes,No,11,2,Low,2,83,Yes,Yes
Golden_Retriever,Large,Male,11,54,?,Moderate,Hard_food,Iams,3,Yes,No,No,10,2,Very_Active,1,47,Yes,No
Boxer,Medium,Female,7,50,Spayed,Moderate,Wet_food,Blue_Buffalo,2,Yes,No,No,10,2,Active,1,46,Yes,Yes
German_Shepherd,Large,Female,5,45,?,?,Wet_food,Hills_Science,3,No,No,No,10,1,Moderate,3,?,Yes,Yes
Beagle,Small,Male,3,47,?,Moderate,Home_cooked,Special,1,No,No,No,9,1,Active,3,64,Yes,Yes
Chihuahua,Small,Female,8,35,?,Moderate,Wet_food,Iams,2,No,Yes,No,11,2,Active,0,76,Yes,No
Great_Dane,Large,Male,9,50,Neutered,Moderate,Special_diet,Hills_Science,5,Yes,No,No,13,2,Very_Active,2,?,Yes,Yes
German_Shepherd,Large,Male,8,66,Neutered,Very_Active,Wet_food,Royal_Canin,4,No,Yes,No,9,3,Active,?,91,Yes,Yes
Doberman,Large,Male,9,52,?,Moderate,Special_diet,Pedigree,2,No,No,No,11,1,Moderate,0,77,Yes,No
Boxer,Medium,Female,1,65,Spayed,Moderate,Special_diet,Hills_Science,2,?,No,No,10,3,Very_Active,0,?,Yes,Yes
Labrador_Retriever,Large,Female,13,37,?,?,Wet_food,Iams,4,Yes,Yes,No,11,2,?,0,80,Yes,No
Australian_Shepherd,Medium,Male,13,42,?,Low,Special_diet,Blue_Buffalo,1,Yes,No,Yes,11,1,?,4,?,Yes,No
Poodle,Small,Female,6,60,Spayed,Moderate,Special_diet,Wellness,3,?,No,No,11,2,Very_Active,1,71,Yes,Yes
Bulldog,Medium,Female,13,61,Spayed,Low,Wet_food,Royal_Canin,5,Yes,Yes,No,12,3,Active,1,75,Yes,No
?,Large,Male,8,49,Spayed,Moderate,Wet_food,Nutro,5,No,Yes,No,11,1,Low,1,50,Yes,Yes
Australian_Shepherd,Medium,Male,3,61,?,Low,Special_diet,Blue_Buffalo,3,No,Yes,No,11,3,Low,?,60,Yes,No
Labrador_Retriever,Large,Female,6,46,Neutered,Moderate,Wet_food,Pedigree,2,No,Yes,No,10,1,?,0,70,?,No
Labrador_Retriever,Large,Male,10,18,Spayed,Very_Active,Home_cooked,Special,3,Yes,No,No,9,1,Moderate,2,70,Yes,Yes
German_Shepherd,Large,Female,6,41,?,Very_Active,Home_cooked,Special,2,No,No,No,10,0,Moderate,1,62,Yes,Yes
Dachshund,Small,Male,7,58,?,Active,Home_cooked,Special,2,Yes,Yes,No,10,1,?,3,?,Yes,Yes
Poodle,Small,Male,1,52,Spayed,?,Hard_food,Pedigree,0,Yes,Yes,No,10,3,Moderate,3,68,Yes,No
Dachshund,?,Female,3,85,?,Moderate,Home_cooked,Special,1,No,Yes,No,10,2,Very_Active,1,67,Yes,No
Siberian_Husky,Medium,Male,1,52,?,Active,Hard_food,Nutro,4,Yes,Yes,No,10,2,Active,3,43,Yes,Yes
Rottweiler,Large,Male,9,46,Spayed,Low,Home_cooked,Special,2,No,No,No,12,1,Active,0,55,Yes,Yes
Boxer,Medium,Male,2,35,?,?,Hard_food,Hills_Science,4,Yes,Yes,No,10,1,?,0,100,Yes,No
Golden_Retriever,Large,Female,1,85,Neutered,Active,Wet_food,Pedigree,1,No,No,No,12,2,Very_Active,2,77,Yes,Yes
Yorkshire_Terrier,Small,Female,1,36,?,Active,Home_cooked,Special,1,No,Yes,No,10,2,Active,3,100,Yes,Yes
Australian_Shepherd,Medium,Male,3,59,Neutered,Moderate,Wet_food,Royal_Canin,3,Yes,Yes,No,10,2,Low,1,90,Yes,Yes
Doberman,Large,Male,11,44,?,Active,Special_diet,Wellness,1,No,No,No,11,0,Active,1,61,Yes,Yes
Bulldog,Medium,Male,13,55,?,Very_Active,?,Hills_Science,0,No,Yes,No,9,0,Active,0,76,Yes,No
Bulldog,Medium,Female,7,59,Neutered,Active,Home_cooked,Special,1,Yes,Yes,No,10,1,Moderate,1,50,Yes,Yes
Great_Dane,Large,?,12,42,Spayed,Moderate,Special_diet,Hills_Science,2,No,Yes,?,10,1,Very_Active,1,75,Yes,Yes
Dachshund,Small,Female,4,46,Spayed,Active,Special_diet,Royal_Canin,4,Yes,No,No,12,3,Active,1,62,Yes,Yes
German_Shepherd,Large,Female,3,59,Neutered,Low,Home_cooked,Special,2,No,Yes,No,10,1,?,0,86,Yes,Yes
Dachshund,Small,Female,5,59,?,Very_Active,Home_cooked,Special,7,No,Yes,No,13,2,Moderate,1,?,Yes,Yes
Chihuahua,Small,Female,12,67,Spayed,?,Home_cooked,Special,3,Yes,No,No,11,0,?,?,66,Yes,Yes
Poodle,Small,Female,13,70,Spayed,Low,Hard_food,Blue_Buffalo,2,No,Yes,No,10,2,Moderate,?,80,Yes,No
Doberman,Large,?,?,40,?,Active,Hard_food,Nutro,1,No,Yes,No,13,1,Low,0,87,Yes,No
Rottweiler,Large,Male,1,53,?,Moderate,Wet_food,Pedigree,5,Yes,No,No,8,1,Low,0,86,Yes,No
Australian_Shepherd,?,Male,6,55,Spayed,Active,Hard_food,Wellness,1,No,No,No,12,3,?,0,58,Yes,Yes
Bulldog,Medium,Female,10,46,Neutered,?,Hard_food,Hills_Science,6,Yes,No,No,11,1,Active,0,77,Yes,No
Labrador_Retriever,Large,Male,5,55,Neutered,Active,Hard_food,Wellness,0,Yes,No,No,11,2,Active,2,44,Yes,Yes
Great_Dane,Large,Male,2,55,Neutered,?,Special_diet,Wellness,0,No,No,No,13,0,Low,1,65,Yes,Yes
Bulldog,Medium,Male,10,67,?,Very_Active,Special_diet,Royal_Canin,1,Yes,Yes,No,11,3,Very_Active,1,53,Yes,Yes
Poodle,Small,Male,1,45,Spayed,Moderate,Hard_food,Hills_Science,3,Yes,Yes,?,11,4,Active,2,82,Yes,No
Dachshund,Small,Female,8,64,Spayed,?,Wet_food,Royal_Canin,1,Yes,No,No,11,1,Low,1,57,Yes,Yes
Poodle,Small,Female,3,58,Neutered,Low,Special_diet,Hills_Science,3,No,Yes,No,13,2,Low,3,73,Yes,Yes
Labrador_Retriever,Large,Male,12,56,Neutered,?,Special_diet,Iams,1,Yes,Yes,No,14,2,Very_Active,4,62,Yes,Yes
Beagle,Small,Female,13,42,Neutered,Low,Wet_food,Blue_Buffalo,5,Yes,No,No,12,2,Active,2,59,Yes,Yes
Beagle,Small,Male,1,54,Spayed,Very_Active,?,Wellness,2,No,Yes,No,10,1,Moderate,2,59,Yes,Yes
Chihuahua,?,Male,11,59,?,?,Special_diet,Pedigree,6,No,Yes,No,13,2,Very_Active,0,53,Yes,No
Dachshund,Small,Female,10,?,Neutered,Moderate,Hard_food,Wellness,5,No,Yes,No,10,1,Very_Active,1,44,Yes,No
Dachshund,Small,Male,13,23,?,Active,Home_cooked,Special,2,Yes,No,No,11,2,Moderate,2,62,Yes,Yes
Yorkshire_Terrier,Small,Female,8,33,Neutered,Very_Active,?,Special,4,No,Yes,No,13,1,Low,2,30,Yes,Yes
Great_Dane,Large,Female,4,48,?,?,Special_diet,Wellness,1,Yes,Yes,No,12,2,Active,1,49,Yes,Yes
Dachshund,Small,Female,13,71,Neutered,Active,Special_diet,Royal_Canin,3,No,Yes,No,11,2,Very_Active,1,74,Yes,Yes
Poodle,Small,Female,1,32,Spayed,Moderate,Hard_food,Purina,3,Yes,Yes,No,11,1,Very_Active,2,79,Yes,No
German_Shepherd,?,Female,6,63,Neutered,Low,Home_cooked,Special,?,Yes,No,No,10,2,Low,1,58,Yes,Yes
Siberian_Husky,?,Male,1,36,?,Very_Active,Special_diet,Iams,1,No,No,No,13,1,Very_Active,2,?,Yes,Yes
Beagle,Small,Female,6,37,?,Very_Active,Hard_food,Pedigree,4,Yes,Yes,No,13,3,Very_Active,0,?,Yes,No
Siberian_Husky,Medium,Male,1,54,Spayed,Low,Hard_food,Iams,2,No,No,No,12,3,?,1,72,Yes,Yes
German_Shepherd,Large,Male,13,55,?,Active,Home_cooked,Special,2,No,Yes,No,14,2,Very_Active,1,71,Yes,Yes
Bulldog,Medium,Female,7,56,Neutered,?,Home_cooked,Special,4,No,Yes,No,10,1,Active,2,55,Yes,Yes
Poodle,Small,Female,9,47,Spayed,?,Home_cooked,Special,3,No,No,No,12,2,Moderate,0,61,Yes,Yes
Beagle,Small,Male,3,76,Spayed,Low,Wet_food,Iams,2,No,No,No,12,0,Low,0,40,Yes,Yes
Beagle,Small,Male,13,44,?,?,Home_cooked,Special,2,No,No,Yes,11,0,?,2,72,Yes,No
Chihuahua,Small,Male,4,65,?,?,Home_cooked,Special,4,Yes,Yes,No,11,1,Low,3,39,Yes,Yes
Great_Dane,Large,Male,6,36,Neutered,Active,Home_cooked,Special,1,No,Yes,No,10,0,Active,2,77,Yes,Yes
Boxer,Medium,Male,5,59,?,Moderate,Home_cooked,Special,4,Yes,Yes,No,13,1,?,1,?,Yes,Yes
Beagle,Small,Male,10,50,Spayed,Low,Wet_food,Pedigree,5,No,Yes,No,10,1,Active,?,64,Yes,No
Yorkshire_Terrier,Small,Female,1,25,Neutered,Low,Special_diet,Hills_Science,1,No,Yes,No,10,2,Active,4,70,Yes,Yes
Doberman,Large,Male,1,34,Spayed,?,Wet_food,Royal_Canin,5,Yes,No,No,9,2,Active,1,67,Yes,Yes
Labrador_Retriever,Large,Female,10,51,Spayed,Very_Active,Wet_food,Purina,2,No,Yes,No,10,1,Low,3,58,Yes,Yes
Golden_Retriever,Large,Male,7,62,Spayed,?,Home_cooked,Special,5,No,No,No,11,2,?,0,53,Yes,Yes
Boxer,Medium,Female,3,54,Spayed,Low,Wet_food,Nutro,2,No,Yes,No,10,1,Active,1,38,Yes,Yes
Siberian_Husky,Medium,Male,6,52,Spayed,Low,Home_cooked,Special,3,No,Yes,No,11,1,Very_Active,2,65,Yes,Yes
Golden_Retriever,Large,Male,2,61,?,Active,Special_diet,Royal_Canin,6,Yes,No,No,11,?,Low,2,68,Yes,Yes
Yorkshire_Terrier,Small,Female,2,67,Neutered,?,Hard_food,Hills_Science,2,Yes,Yes,No,10,0,Low,0,42,Yes,No
Poodle,Small,?,11,38,Neutered,Active,Home_cooked,Special,4,Yes,No,No,12,1,Low,2,65,Yes,Yes
Rottweiler,Large,Male,2,71,Neutered,?,Wet_food,Royal_Canin,2,Yes,Yes,No,10,0,Active,3,?,Yes,Yes
Dachshund,Small,Male,5,72,?,Low,Wet_food,Pedigree,2,No,No,No,12,?,Moderate,2,55,Yes,Yes
Beagle,Small,Male,10,65,?,Active,Special_diet,Purina,2,No,Yes,No,9,1,Active,0,60,Yes,No
Siberian_Husky,Medium,Male,3,75,Spayed,Moderate,Special_diet,Royal_Canin,4,No,Yes,No,8,0,Low,1,71,Yes,Yes
German_Shepherd,Large,Female,7,35,?,Very_Active,Special_diet,Wellness,4,No,No,No,13,1,Very_Active,1,67,Yes,Yes
Australian_Shepherd,Medium,Female,5,49,Neutered,Low,Home_cooked,Special,5,No,Yes,No,8,0,Active,3,56,Yes,Yes
Australian_Shepherd,Medium,Male,1,60,?,Moderate,Special_diet,?,5,No,?,No,10,1,Moderate,2,86,Yes,No
Rottweiler,Large,Female,2,58,Neutered,Very_Active,Wet_food,Wellness,2,No,Yes,No,12,1,Moderate,1,96,Yes,Yes
Doberman,Large,Male,10,32,Spayed,?,Home_cooked,Special,4,Yes,Yes,No,12,1,Very_Active,1,63,Yes,Yes
Yorkshire_Terrier,Small,Male,12,37,?,Very_Active,Special_diet,Nutro,2,No,Yes,No,12,2,Active,4,66,Yes,Yes
Australian_Shepherd,?,Male,13,?,Spayed,?,Wet_food,Nutro,5,Yes,No,No,12,1,Active,1,63,Yes,Yes
Rottweiler,Large,Female,9,63,?,Moderate,Hard_food,Iams,2,Yes,No,No,10,0,?,1,64,Yes,No
Boxer,Medium,Female,10,50,?,?,Wet_food,Hills_Science,4,No,No,No,10,1,?,4,77,?,No
Beagle,Small,Female,13,64,Spayed,Active,Hard_food,Blue_Buffalo,2,Yes,No,No,11,?,Very_Active,4,69,Yes,Yes
Labrador_Retriever,Large,Female,9,56,Spayed,?,Home_cooked,Special,4,Yes,No,No,10,2,?,0,80,Yes,Yes
Yorkshire_Terrier,Small,Male,2,38,?,?,?,Pedigree,2,No,No,No,12,2,Low,1,80,Yes,Yes
Siberian_Husky,Medium,Male,11,36,?,?,Wet_food,Blue_Buffalo,2,Yes,No,No,9,0,?,2,80,Yes,No
Labrador_Retriever,Large,Male,12,69,Neutered,Active,Home_cooked,Special,4,Yes,Yes,No,12,1,Moderate,2,48,Yes,Yes
Golden_Retriever,Large,Male,9,63,?,Active,Hard_food,Hills_Science,3,No,No,No,10,1,?,3,48,Yes,Yes
Rottweiler,Large,Female,10,?,?,Low,Wet_food,Purina,3,Yes,No,No,9,2,?,2,39,Yes,No
Siberian_Husky,Medium,Female,5,67,Spayed,Low,Hard_food,Purina,?,Yes,No,No,11,0,Very_Active,2,62,Yes,Yes
Golden_Retriever,?,Male,2,37,?,Very_Active,Special_diet,Pedigree,3,No,No,No,11,4,?,3,51,Yes,Yes
German_Shepherd,Large,Female,8,28,Neutered,Very_Active,Special_diet,Nutro,0,Yes,No,No,13,0,Low,1,36,Yes,Yes
Yorkshire_Terrier,Small,Male,3,59,?,Very_Active,Special_diet,Iams,2,Yes,Yes,No,10,2,?,1,96,Yes,Yes
Australian_Shepherd,Medium,Female,4,51,Neutered,?,Hard_food,Pedigree,2,?,No,No,10,1,Very_Active,4,67,Yes,Yes
Doberman,Large,Female,12,51,?,?,Special_diet,Royal_Canin,3,No,Yes,No,10,2,?,4,68,?,No
Doberman,Large,Male,2,19,?,Active,Special_diet,Iams,5,Yes,No,No,12,2,Very_Active,0,64,Yes,Yes
Doberman,Large,Female,3,38,Spayed,Moderate,Special_diet,Blue_Buffalo,3,No,No,?,12,1,Very_Active,0,53,Yes,Yes
Australian_Shepherd,Medium,Male,10,47,Neutered,Very_Active,Home_cooked,Special,2,Yes,No,No,12,2,?,3,81,Yes,Yes
German_Shepherd,Large,Female,2,65,Spayed,?,Hard_food,Iams,4,No,No,No,11,3,Moderate,0,73,Yes,Yes
Labrador_Retriever,Large,Male,2,57,Spayed,Moderate,Hard_food,Purina,1,No,No,No,11,?,Active,2,70,Yes,Yes
Golden_Retriever,Large,Male,4,54,Neutered,?,Wet_food,Blue_Buffalo,?,No,No,No,10,3,Active,1,89,Yes,Yes
Yorkshire_Terrier,Small,Male,8,83,Neutered,Active,Special_diet,Purina,5,No,No,No,10,3,Low,0,67,Yes,Yes
Great_Dane,Large,?,11,64,Neutered,Low,Special_diet,Pedigree,3,No,Yes,No,?,2,Moderate,2,67,Yes,Yes
Great_Dane,Large,Female,1,56,Neutered,?,Wet_food,Iams,6,No,No,No,11,3,Low,1,38,Yes,Yes
Yorkshire_Terrier,Small,Female,8,49,Spayed,Moderate,Wet_food,Pedigree,1,No,Yes,No,11,2,Active,4,65,Yes,Yes
Bulldog,Medium,Female,13,55,?,Very_Active,Wet_food,Purina,3,No,Yes,No,11,1,Moderate,0,68,Yes,No
Poodle,Small,Male,12,65,Spayed,Active,Wet_food,Blue_Buffalo,6,Yes,Yes,No,10,0,Active,1,54,Yes,Yes
Yorkshire_Terrier,Small,Male,2,49,Spayed,Moderate,Special_diet,Purina,2,No,Yes,No,11,1,Very_Active,3,67,Yes,Yes
Yorkshire_Terrier,Small,Female,4,52,?,Very_Active,Wet_food,Iams,1,Yes,Yes,No,9,?,Active,2,44,Yes,Yes
Poodle,?,Female,11,72,Neutered,Very_Active,Home_cooked,Special,5,Yes,No,No,11,3,Moderate,2,77,Yes,Yes
Golden_Retriever,Large,Male,5,52,Neutered,Active,Special_diet,Wellness,1,Yes,No,No,11,3,Low,3,73,Yes,Yes
German_Shepherd,Large,Male,5,56,Neutered,Moderate,Hard_food,Iams,4,Yes,No,No,10,0,Active,3,46,Yes,Yes
Dachshund,Small,Female,7,60,Spayed,Active,Wet_food,?,3,No,Yes,No,13,1,Active,2,45,Yes,Yes
Bulldog,Medium,Female,9,43,Neutered,Very_Active,Home_cooked,Special,5,No,No,No,11,2,Low,1,74,Yes,Yes
Doberman,Large,Female,9,42,?,Active,Home_cooked,Special,1,No,Yes,No,9,1,Low,3,76,Yes,Yes
Labrador_Retriever,Large,Male,10,64,Neutered,?,Home_cooked,Special,3,No,No,No,13,1,Moderate,0,?,Yes,Yes
Doberman,Large,Male,1,45,?,Low,Wet_food,Purina,2,Yes,Yes,No,10,?,Very_Active,2,85,Yes,No
Doberman,Large,Male,8,38,Spayed,Low,Hard_food,Nutro,2,No,Yes,No,11,3,Very_Active,3,44,Yes,Yes
Australian_Shepherd,Medium,Male,7,75,Spayed,Very_Active,Hard_food,Pedigree,0,No,Yes,No,13,2,Low,0,52,Yes,Yes
Golden_Retriever,Large,Female,13,44,?,Active,Home_cooked,Special,?,No,No,No,11,0,Moderate,1,?,Yes,Yes
Bulldog,Medium,Male,9,67,?,Very_Active,Special_diet,Pedigree,1,?,No,No,12,2,?,1,38,Yes,Yes
Beagle,Small,Female,13,34,?,?,Hard_food,Blue_Buffalo,1,Yes,Yes,No,9,0,Moderate,0,48,Yes,No
Beagle,Small,Female,10,37,Neutered,Very_Active,Wet_food,Blue_Buffalo,2,Yes,?,No,12,1,?,3,82,Yes,Yes
Golden_Retriever,Large,Male,12,61,?,Low,?,Hills_Science,4,No,No,No,10,2,?,1,57,Yes,Yes
Yorkshire_Terrier,Small,Male,2,36,Spayed,Low,Special_diet,Hills_Science,4,No,Yes,No,14,2,Low,2,61,Yes,Yes
Beagle,Small,Female,9,41,?,Low,Special_diet,Iams,2,Yes,No,No,9,3,?,3,79,Yes,Yes
Rottweiler,Large,Male,12,39,?,Very_Active,Wet_food,Blue_Buffalo,5,Yes,Yes,No,11,3,?,1,57,Yes,No
Yorkshire_Terrier,Small,Female,1,59,Spayed,Active,Home_cooked,Special,3,No,?,No,10,2,?,1,34,Yes,Yes
Boxer,Medium,Female,2,53,?,?,Wet_food,?,1,?,No,No,8,0,Low,1,55,Yes,Yes
Boxer,Medium,Female,11,62,Neutered,Low,Home_cooked,Special,6,Yes,Yes,No,10,2,Moderate,2,66,?,Yes
Rottweiler,Large,?,13,74,Neutered,Low,Home_cooked,Special,1,No,No,No,12,4,?,1,74,Yes,Yes
Beagle,Small,Female,11,76,?,Active,Home_cooked,Special,3,No,No,No,12,0,?,0,72,Yes,Yes
Labrador_Retriever,Large,Female,9,49,Spayed,Active,Wet_food,Iams,2,No,Yes,?,10,2,Low,0,69,Yes,No
Doberman,Large,Female,4,38,Neutered,?,Special_diet,Nutro,?,Yes,No,No,12,1,Active,0,74,Yes,Yes
Rottweiler,Large,Female,5,42,Neutered,Moderate,Hard_food,Wellness,2,Yes,Yes,No,?,1,Active,?,36,Yes,Yes
Chihuahua,Small,Male,8,41,Neutered,Low,Hard_food,Royal_Canin,4,Yes,Yes,Yes,11,3,Active,0,94,Yes,No
Labrador_Retriever,Large,?,1,50,Spayed,Active,Hard_food,Wellness,6,Yes,Yes,No,9,3,Low,1,73,Yes,Yes
Australian_Shepherd,Medium,Female,10,36,Spayed,Low,Hard_food,Royal_Canin,0,Yes,No,No,13,2,Moderate,2,69,Yes,Yes
Rottweiler,Large,Male,7,35,Spayed,Moderate,Home_cooked,Special,3,No,No,No,10,2,Moderate,3,72,Yes,Yes
Boxer,Medium,Female,?,50,Spayed,?,Home_cooked,Special,4,Yes,Yes,No,13,1,?,1,50,Yes,Yes
Chihuahua,Small,Male,8,51,Spayed,Low,Special_diet,Purina,3,No,No,No,12,2,Moderate,0,65,Yes,Yes
Chihuahua,Small,?,6,62,Neutered,Active,Wet_food,Wellness,1,No,No,No,9,1,Low,2,93,Yes,Yes
Beagle,Small,Male,13,34,Spayed,Low,Hard_food,Nutro,1,Yes,No,No,11,0,Very_Active,?,94,Yes,No
Siberian_Husky,Medium,Female,5,53,?,Low,Home_cooked,Special,5,No,Yes,No,12,2,Very_Active,0,63,Yes,No
Rottweiler,Large,Female,7,40,?,?,Wet_food,Blue_Buffalo,0,No,No,No,12,1,Moderate,0,71,Yes,No
Poodle,Small,Female,9,55,Neutered,Low,Home_cooked,Special,3,Yes,No,Yes,12,2,Very_Active,0,60,Yes,No
Australian_Shepherd,Medium,Male,11,49,Spayed,Active,Hard_food,Hills_Science,3,No,Yes,No,8,3,Active,1,57,Yes,Yes
Dachshund,?,Female,7,16,?,Moderate,Home_cooked,Special,5,No,No,No,11,3,?,2,95,Yes,Yes
Poodle,Small,Female,11,66,?,Low,Hard_food,Purina,0,Yes,Yes,No,13,2,Very_Active,0,66,Yes,No
Boxer,Medium,Male,10,64,Neutered,Low,Wet_food,Nutro,4,Yes,Yes,No,14,2,?,0,53,Yes,No
Great_Dane,Large,Male,9,64,Neutered,?,Home_cooked,Special,2,No,Yes,No,13,3,Low,2,48,Yes,Yes
Great_Dane,Large,Male,1,54,?,Very_Active,Special_diet,Purina,3,Yes,No,No,10,2,?,0,55,Yes,Yes
German_Shepherd,Large,Female,5,68,?,?,Wet_food,Iams,1,Yes,No,No,11,1,Moderate,0,60,Yes,No
Siberian_Husky,Medium,Male,6,62,Neutered,Low,Special_diet,Wellness,4,Yes,Yes,No,14,0,Very_Active,1,60,Yes,Yes
Yorkshire_Terrier,Small,Female,3,37,Spayed,Active,Special_diet,?,2,No,Yes,No,9,1,Low,2,76,Yes,Yes
Boxer,Medium,Female,6,74,?,?,Home_cooked,Special,3,Yes,Yes,?,10,1,?,3,68,Yes,Yes
Yorkshire_Terrier,Small,Female,9,64,Neutered,Moderate,Special_diet,Iams,3,Yes,No,No,12,1,Low,1,81,Yes,Yes
Dachshund,Small,Male,5,58,?,Moderate,Wet_food,Purina,3,No,Yes,No,10,2,Very_Active,1,64,Yes,No
Labrador_Retriever,Large,Male,?,?,?,Moderate,Special_diet,Royal_Canin,3,No,Yes,No,11,1,Moderate,3,63,Yes,Yes
Rottweiler,Large,Male,5,70,?,Moderate,Home_cooked,Special,4,No,Yes,No,12,2,Moderate,4,55,Yes,Yes
Great_Dane,Large,Male,8,31,Neutered,Moderate,Hard_food,Nutro,3,?,No,Yes,11,1,Very_Active,1,43,Yes,Yes
Boxer,Medium,Male,12,40,Spayed,Low,Special_diet,Iams,?,No,No,No,10,1,Active,4,52,Yes,Yes
Australian_Shepherd,Medium,Male,10,15,Neutered,Very_Active,Hard_food,Blue_Buffalo,1,No,Yes,No,13,2,Very_Active,1,75,Yes,No
Poodle,Small,Male,5,27,?,Very_Active,Wet_food,Nutro,1,Yes,No,No,10,3,Moderate,0,56,Yes,Yes
German_Shepherd,Large,Male,3,47,?,?,Hard_food,Blue_Buffalo,5,No,No,No,?,2,Moderate,3,70,Yes,Yes
Doberman,Large,Male,2,47,?,Moderate,Home_cooked,Special,4,Yes,Yes,No,11,0,Active,3,44,Yes,Yes
Yorkshire_Terrier,Small,Female,9,46,Neutered,Moderate,Home_cooked,Special,4,Yes,Yes,Yes,13,1,?,1,56,Yes,No
Poodle,Small,Male,5,27,Spayed,Very_Active,?,Wellness,2,Yes,No,No,12,0,Very_Active,1,55,Yes,Yes
Poodle,Small,Female,3,55,Neutered,Very_Active,Wet_food,Nutro,2,Yes,No,No,12,2,Moderate,1,55,Yes,Yes
Poodle,Small,Male,5,61,Spayed,Moderate,Home_cooked,Special,2,Yes,No,No,11,1,Very_Active,1,56,Yes,Yes
Bulldog,Medium,Male,4,68,Spayed,Low,Special_diet,Blue_Buffalo,4,Yes,No,No,10,3,Moderate,?,68,Yes,Yes
Labrador_Retriever,Large,Male,11,61,Neutered,Active,Special_diet,Iams,0,?,No,No,10,1,Moderate,1,94,Yes,Yes
Doberman,Large,Female,?,74,?,Moderate,Hard_food,Nutro,3,No,No,No,11,3,Very_Active,0,67,Yes,No
Great_Dane,Large,Female,11,69,?,Low,Home_cooked,Special,0,No,Yes,No,11,2,Active,1,66,Yes,No
Dachshund,Small,Female,12,56,?,Very_Active,Hard_food,Blue_Buffalo,4,Yes,Yes,No,11,2,Very_Active,0,89,Yes,No
Boxer,Medium,Male,11,58,?,Active,Hard_food,Royal_Canin,1,No,No,No,11,2,Low,2,47,Yes,Yes
Beagle,Small,Male,13,18,Neutered,Very_Active,Home_cooked,Special,3,Yes,No,No,?,0,Moderate,1,61,Yes,Yes
Yorkshire_Terrier,Small,Female,1,47,?,?,?,Special,4,Yes,No,No,?,0,Moderate,0,93,Yes,Yes
Dachshund,Small,Female,13,77,?,Active,Hard_food,Wellness,3,Yes,No,No,?,2,Low,2,95,Yes,Yes
German_Shepherd,Large,Female,8,70,Neutered,Active,Hard_food,Wellness,4,Yes,No,No,11,1,Low,3,57,Yes,Yes
Dachshund,Small,Male,8,15,Spayed,?,Wet_food,Pedigree,0,No,Yes,No,11,1,?,1,72,Yes,No
Rottweiler,Large,Male,7,44,Spayed,?,Hard_food,Wellness,2,No,Yes,No,9,1,Moderate,3,63,Yes,Yes
?,Small,Male,1,32,Spayed,Moderate,Special_diet,Nutro,2,Yes,No,No,12,0,?,1,51,Yes,Yes
Golden_Retriever,Large,Female,7,54,?,Low,Home_cooked,Special,2,Yes,?,No,11,2,?,1,57,Yes,Yes
?,Small,Female,1,61,?,Moderate,Hard_food,Wellness,3,No,No,No,9,0,?,2,57,Yes,No
Beagle,Small,Female,7,80,Spayed,Moderate,Home_cooked,Special,4,No,Yes,No,10,1,Very_Active,1,58,Yes,Yes
Great_Dane,Large,Female,7,40,?,Moderate,Hard_food,Royal_Canin,3,Yes,Yes,?,10,1,Active,0,89,Yes,No
Chihuahua,Small,Male,5,47,?,?,Home_cooked,Special,3,Yes,Yes,No,11,2,Moderate,0,72,Yes,No
Australian_Shepherd,Medium,Male,7,29,?,Active,Special_diet,Pedigree,?,No,No,No,11,4,Low,2,75,Yes,Yes
Beagle,Small,Male,13,51,?,?,Hard_food,Purina,1,No,Yes,No,10,3,Low,2,69,Yes,No
Great_Dane,Large,Male,10,24,Neutered,?,Hard_food,Iams,2,No,Yes,?,11,0,Very_Active,4,69,Yes,No
Dachshund,Small,Female,2,61,Spayed,Low,Wet_food,Hills_Science,1,No,No,No,11,2,Active,1,47,Yes,Yes
Beagle,Small,Female,13,57,Spayed,Active,Home_cooked,Special,1,Yes,Yes,No,12,1,?,1,?,Yes,Yes
Yorkshire_Terrier,?,Male,6,75,?,Low,Hard_food,Hills_Science,2,Yes,?,No,12,0,?,1,74,Yes,Yes
Dachshund,Small,Male,9,50,?,?,Wet_food,Wellness,?,No,No,No,12,1,Low,3,100,Yes,No
